P1,P2,P3,P4,x1,y1,z1,x2,y2,z2,r,label
1,1,0,0,-0.2,-10.94,1.47,-1.39,-11.03,2.42,143,4
1,1,0,0,1.52,-11.3,1.72,-4.23,-11.35,-0.37,136,4
1,0,1,0,2.34,-12.13,11.38,-1.37,-13.82,-2.46,135,4
1,0,1,1,2.97,-12.47,8.32,4.37,-9.66,-0.39,135,4
1,0,1,1,0.65,-14.63,-1.18,-1.13,-8.86,-0.5,135,4
1,0,1,1,0.38,-2.26,6.4,0.83,-9.11,0.1,135,4
0,0,1,1,4.23,-5.52,11.97,-0.89,-9.55,-1.67,135,1
0,0,1,1,1.81,-5.07,1.15,1.77,-9.26,1.22,130,1
0,0,1,1,-0.17,-5.87,4.16,0.86,-7.16,-0.92,131,1
0,0,1,1,-1.38,-10.16,8.84,-5.81,-10.33,-8.74,129,1
0,0,1,1,-0.94,-8.43,1.59,0.37,-8.89,-1.95,113,2
0,0,1,1,1.26,-8.88,-1.18,-0.2,-10.01,-1.23,100,2
0,0,1,1,1.16,-8.43,2.29,-0.75,-9.31,0.39,99,2
0,0,1,1,0.98,-9.45,3.62,-1.69,-9.33,-0.13,99,2
0,0,0,1,-1.56,-15.54,7.91,-1.41,-9.31,-0.14,100,2
0,1,0,1,1.84,-15.55,4.8,0.56,-10,0.57,99,2
0,1,0,1,-0.85,-12.73,-4.76,-1.45,-12.68,0.47,99,2
0,1,0,1,0.54,-8.95,0.38,-1.46,-13.66,1.6,114,2
0,1,0,0,-0.39,-9.93,-1.53,-10.25,-11.98,4.25,184,2
1,1,0,0,-2.84,-10.68,1.88,-3.14,-6.58,0.84,258,2
1,1,0,0,-0.91,-9.43,3.88,1.15,-8.26,3.89,314,2
1,1,0,0,-2.72,-10.42,-1.54,5.09,-5.41,6.24,340,3
1,1,0,0,-0.9,-9.69,0.8,-2.95,-7.38,-3.02,342,3
1,1,0,0,-0.56,-9.54,0.05,-4.04,-8.11,-3.34,342,3
1,1,0,0,0.48,-9.52,-1.5,-7.37,-11.19,-1.47,322,4
1,1,0,0,1.09,-9.93,-0.49,-3.54,-11.46,-1.64,252,4
1,1,0,0,0.33,-10.41,0.52,-14.02,-11.3,-4.95,224,4
1,1,1,0,-1.14,-10.45,1.42,-10.82,-8.68,-0.88,219,4
1,1,1,0,0.5,-10.55,0.95,-1.1,-9.95,-3.41,223,4
1,0,1,0,1.53,-13.95,-0.49,-0.94,-12.38,1.38,228,4
1,0,1,1,-1.4,-14.88,3.47,0.1,-9.23,0.77,228,4
0,0,1,1,0.15,-9.65,-1.23,-1.41,-9.43,-1.24,219,4
0,0,1,1,-0.51,-8.14,11.23,-1.62,-9.18,0.25,204,4
0,0,1,1,-0.14,-4.78,-3.16,-0.33,-8.96,0.57,184,1
0,0,1,1,0.6,-5.86,3.46,-3.63,-9.15,-0.66,171,1
0,0,0,1,0.58,-10.1,3.49,3.14,-8.85,6.98,132,1
0,0,0,1,-0.27,-5.72,3.99,1.39,-9.62,1.18,110,2
0,0,0,1,-2.05,-9.42,5.92,-0.53,-9.45,1.74,106,2
0,0,0,1,-1.45,-12.03,1.33,-1.29,-9.54,-0.07,106,2
0,0,0,1,-1.9,-12.76,4.44,-2.41,-9.29,0.12,106,2
0,0,0,1,1.51,-14.38,9.26,-1.61,-9.88,-0.12,106,2
0,1,0,1,1.48,-15.77,6.37,-2.04,-10.3,-0.31,106,2
0,1,0,1,0.13,-8.95,2.8,-2.92,-14.74,-2.49,113,2
0,1,0,1,-0.28,-9.62,0.07,1.36,-12.95,0.48,187,2
1,1,0,0,-0.77,-9.99,0.79,-7.19,-3.28,-8.55,265,2
1,1,0,0,-4.8,-7.29,-4.81,-0.97,-7.8,1.47,317,2
1,1,0,0,0.5,-9.58,3.43,0.68,-6.26,-0.59,343,3
1,1,0,0,-1.02,-9.65,-0.09,-9.67,-5.1,2.36,343,3
1,1,0,0,-0.84,-9.24,4.69,-4.39,-9.41,-0.5,343,3
1,1,0,0,-2.66,-10.33,-0.46,-3.67,-10.22,-0.31,343,4
1,1,0,0,0.87,-8.78,-2.37,-2.43,-9.42,-1.66,304,4
1,1,0,0,0.01,-9.1,2.54,0.18,-9.74,-0.15,253,4
1,1,0,0,-0.61,-9.74,1.4,-7.77,-18.08,-5.33,192,4
1,1,0,0,-0.97,-10.27,1.06,-4.06,-9.32,2.44,151,4
1,1,0,0,-0.76,-10.38,1.11,-5.88,-11.88,-3.19,145,4
1,0,1,0,2.15,-11.44,8.73,0.17,-15.76,-4.92,144,4
1,0,1,0,2.71,-13.06,19.6,2.42,-14.24,-1.34,145,4
1,0,1,0,1.12,-14.16,7.38,-0.18,-9.24,-1.46,145,4
0,0,1,0,-1.5,-7.65,4.02,0.76,-9.63,0.45,145,4
0,0,1,0,2.18,-7.65,6.21,0.28,-9.3,0.62,145,4
0,0,1,1,-1.17,-6.41,-3.66,1.6,-9.24,-0.62,144,1
0,0,1,1,-0.27,-7.34,-0.79,1.11,-9.31,1.55,127,1
0,0,1,1,3.4,-8.08,5.22,-2.17,-10.13,4.67,115,1
0,0,1,1,1.84,-11.2,1.12,0.27,-8.61,3.52,105,1
0,0,1,1,0.01,-8.55,6.04,0.94,-9.02,0.74,103,2
0,0,1,1,0.53,-9.16,3.01,0.96,-9.92,-1.1,103,2
0,0,1,1,0.55,-10.61,2.32,0.04,-9.72,0.4,103,2
0,0,1,1,6.13,-15.33,4.9,-0.17,-9.88,0.16,104,2
0,0,1,1,2.45,-11.09,17.64,-1.64,-9.74,0.02,104,2
0,1,0,1,2.1,-12.5,-3.33,-0.98,-10.43,0.54,104,2
0,1,0,1,0.74,-8.77,-0.12,-0.33,-12.6,0.84,104,2
0,1,0,1,-0.57,-9.74,-1,-0.95,-13.4,-0.72,131,2
1,1,0,0,-0.22,-10.06,-1.87,-15.76,-13.57,1,205,2
1,1,0,0,-1.38,-8.68,3.88,-0.15,-6.92,-3.99,278,2
1,1,0,0,-0.91,-9.87,3.39,-3.02,-5.58,-3.28,324,3
1,1,0,0,-1.2,-9.96,0.47,-1.02,-5.64,-1.77,340,3
1,1,0,0,-6.99,-10.3,-3.39,-9.09,-4.74,-3.47,339,3
1,1,0,0,5.16,-8.65,-3.42,-5.18,-7.96,0.73,340,3
1,1,0,0,-4.05,-9.03,-8.92,1.15,-9.56,3.83,329,3
1,1,0,0,-1.77,-10.19,1.25,-5.31,-9.99,1.25,279,4
1,1,0,0,-0.48,-9.68,1.24,-5.48,-10.77,-2.08,224,4
1,1,0,0,-0.46,-9.71,1.65,-10.93,-9.36,-0.58,167,4
1,0,1,0,-0.16,-10,0.61,-5.01,-11.49,0.15,154,4
1,0,1,0,4.77,-12.72,8.81,-1.49,-10.08,-4.83,154,4
1,0,1,0,1.35,-12.49,7.49,-2.5,-9.32,-2.63,155,4
1,0,1,0,2.88,-14.5,4.94,0.91,-9.72,-0.24,155,4
0,0,1,1,-0.28,-10,9.01,0.62,-8.84,-2.2,154,4
0,0,1,1,1.8,-9.84,2.66,0.75,-9.69,0.1,154,4
0,0,1,1,-5.18,-4.84,-16.17,-0.12,-9.64,1.5,154,4
0,0,1,1,0.9,-5.16,-4.04,-0.08,-9.54,-2.66,155,1
0,0,1,1,1.6,-6.12,0.01,0.5,-9.19,-0.31,139,1
0,0,1,1,-0.06,-8.06,3.8,0.85,-9.38,-0.06,129,1
0,0,1,1,-1.88,-8.26,10.46,-2.63,-8.18,-4.51,124,1
0,0,1,1,-1.79,-4.25,2.71,-0.17,-9.8,-1.37,121,1
0,0,1,1,-5.44,-10.31,-5.13,1.67,-8.8,1.65,118,2
0,0,1,1,2.78,-11.82,0.91,0.21,-9,-0.15,111,2
0,0,1,1,3.1,-11.2,10.49,-2.08,-10.15,-0.35,109,2
0,1,1,1,0.62,-16.03,-3.84,-0.62,-11.31,-0.26,109,2
0,1,1,1,-1.62,-9.42,-3.03,-1.56,-11.4,-0.55,109,2
0,1,1,0,-1.19,-9.65,-0.86,-1.39,-9.51,2.8,109,2
0,1,1,0,-0.41,-9.69,-0.35,-1.56,-14.1,-1.34,167,2
1,1,1,0,-1.21,-9.57,1.22,6.76,-8.98,1.57,246,2
1,1,0,0,-1.6,-9.53,-1.19,-6.19,-3.44,-5.86,322,2
1,1,0,0,-0.84,-9.95,0.31,-1.13,-5.46,-2.51,350,3
1,1,0,0,-0.64,-9.7,0.54,-3.68,-7.61,-0.69,352,3
1,1,0,0,-5.23,-10.77,6.9,-7.79,-7.99,0.83,352,3
1,1,0,0,7.03,-9.74,2.68,-5.19,-7.53,5.6,352,3
1,1,0,0,-1.14,-9.71,0.39,-0.41,-9.88,0.75,352,4
1,1,0,0,0.64,-10.52,0.77,-3.05,-7.43,15.95,185,4
1,0,0,1,-1.38,-11.26,-2.21,2.16,-15.82,-8.2,169,4
1,0,0,1,-1.56,-11.8,-1.07,0.79,-10.14,0.85,169,4
1,0,0,1,4.61,-12.2,12.81,3.7,-9.03,1.5,168,4
1,0,0,1,-3.16,-11.18,-2.38,1.41,-9.3,-0.01,166,4
0,0,1,1,-0.53,-7.6,4.47,3.77,-10.1,0.62,166,4
0,0,1,1,-3.25,-6.16,-9,-1.25,-9.4,-0.58,166,4
0,0,1,1,0.86,-7.11,1.61,0.13,-9.33,0.21,165,1
0,0,1,1,-0.64,-6.71,9.71,-7.44,-10.57,-9.6,160,1
0,0,1,1,-2.18,-8.87,11.93,-4.72,-8,4.89,154,1
0,0,1,1,-3.84,-8.49,-1.12,0.5,-8.54,-2.28,141,1
0,0,1,1,0.71,-8.99,-0.42,0.71,-9.25,0.61,131,2
0,0,1,1,0.3,-9.97,5.07,-0.86,-9.26,0.11,129,2
0,0,1,1,-11.04,-19.46,1.23,-1,-10.06,0.65,122,2
0,1,1,1,-5.52,-10.39,17.03,-0.49,-9.94,-0.64,121,2
0,1,1,1,-0.09,-9.51,-4.47,0.01,-10.56,1.2,122,2
0,1,1,0,-1.25,-10.09,-1.2,-2.94,-9.59,-0.13,122,2
0,1,1,0,-0.89,-9.69,-1.84,-2.63,-15.69,-1.72,176,2
0,1,0,0,-0.8,-9.68,-1.59,-4.71,-10.53,-0.63,254,2
1,1,0,0,-5.29,-9.38,-13.43,1.54,-5.25,-1.17,324,2
1,1,0,0,-0.8,-9.57,-1.17,0,-3.45,-2.65,366,3
1,1,0,0,1.02,-9.19,5.27,-3.89,-5.71,-2.98,374,3
1,1,0,0,0.81,-8.85,6.77,-0.96,-8.21,-2.21,374,3
1,1,0,0,-0.83,-9.58,1.22,-2.17,-6.26,-0.95,374,3
1,1,0,0,-1.08,-9.11,0.91,1.38,-6.78,-1.32,374,4
1,1,0,0,-1.23,-9.35,0.4,-6.21,-9.57,-2.3,340,4
1,1,0,0,-8.96,-6.96,-0.91,1.5,-10.68,1.15,268,4
1,1,0,0,-0.48,-10.29,0.19,-8.09,-19.6,-3.56,202,4
1,1,0,0,-0.8,-10.9,2.36,-1.02,-13.19,-0.5,173,4
1,0,0,1,-7.69,-9.7,-6.58,-0.71,-9.72,-3.27,173,4
1,0,0,1,-2.2,-13.27,0.46,2.94,-9.47,1.95,178,4
1,0,0,1,-0.44,-14.46,1.37,1.14,-9.28,-1.97,182,4
0,0,0,1,-1.15,-2.95,-8.33,5.28,-8.99,1.68,183,4
0,0,1,1,-0.36,-6.08,-2.8,-2.74,-9.25,1.43,182,4
0,0,1,1,2.19,-6.74,-0.71,-3.12,-9.21,-3.89,178,1
0,0,1,1,0.36,-7.9,1.83,1.32,-9.22,-0.3,163,1
0,0,1,1,3.43,-7.76,-1,-1.81,-12.78,3.02,149,1
0,0,1,1,-1.21,-10.75,19.02,1.5,-11.84,3.18,134,1
0,0,1,1,-5.49,-10.08,5.98,4.05,-9.45,3.06,116,2
0,0,1,1,0.33,-9.63,1.52,-0.99,-9.35,-0.19,112,2
0,0,1,1,-1.35,-9.21,0.07,-2.23,-9.74,0.09,113,2
0,0,1,1,-9.73,-13,4.16,-1.22,-10.09,-1.03,113,2
0,1,1,1,1.14,-12.04,-2.52,1.43,-8.77,0.12,113,2
0,1,1,0,-1.81,-10.27,-0.69,-3.49,-8.77,0.55,117,2
0,1,1,0,-1.36,-9.83,-1.04,0.31,-17.87,-0.46,183,2
0,1,0,0,-1.95,-9.78,0.19,-3.16,-9.11,4.97,270,2
1,1,0,0,-0.06,-9.41,-1.23,0.65,-3.75,-0.05,339,2
1,1,0,0,-0.7,-9.66,0.43,4.68,-4.24,1.39,371,2
1,1,0,0,0.12,-8.94,-1.82,-7.17,-8.67,-1.75,375,3
1,1,0,0,-15.25,-8.66,-2.19,-3.39,-10.54,1.65,374,3
1,1,0,0,-4.14,-9.58,-1.54,-3.29,-7.35,-0.88,374,3
1,1,0,0,-1.64,-9.75,-0.8,-2.64,-7.47,-3.51,374,4
1,1,0,0,-0.7,-9.6,3.3,-4.33,-9.06,-1.06,325,4
1,1,0,0,-1.1,-9.63,0.1,-2.3,-10.25,-1.05,260,4
1,1,0,0,-0.5,-10.46,-1.1,-0.36,-11.15,2.54,200,4
1,1,0,0,-0.8,-10.21,2.39,-10.5,-12.88,-3.8,160,4
1,1,0,1,-0.19,-9.71,2.06,2.4,-6.34,-6.95,158,4
1,0,0,1,5.92,-11.97,7.56,4.69,-9.18,1.43,158,4
1,0,0,1,-2.71,-13.56,2.79,-1.46,-9.59,-0.64,158,4
0,0,0,1,-2.31,-14.11,4.27,0.84,-10.71,2.55,159,4
0,0,1,1,1.92,-3.3,12.22,1.75,-9.34,1.57,158,4
0,0,1,1,4.43,-5.41,-6.81,-1.47,-9.48,2.74,158,4
0,0,1,1,-0.49,-6.85,-0.61,1.6,-8.74,-0.3,139,1
0,0,1,1,1.22,-5.1,6.06,-1,-8.47,0.42,130,1
0,0,1,1,0.2,-7.64,8.15,2.01,-9.97,-1.49,124,1
0,0,1,1,-1.18,-9.47,-1.23,0.41,-9.38,1.14,114,1
0,0,1,1,3.15,-8.29,2.26,0.11,-9.34,0.54,103,2
0,0,1,1,-1.14,-9.51,2.24,-0.22,-9.41,0.07,102,2
0,0,1,1,-0.85,-9.87,3.23,-0.89,-9.85,-0.14,103,2
0,0,1,1,0.95,-12.05,4.98,-1.22,-9.44,-0.76,102,2
0,1,1,0,3.03,-12.52,-7.36,-0.1,-11.51,-0.86,101,2
0,1,1,0,1.44,-9.91,0.94,-3.99,-13.45,2.27,109,2
0,1,1,0,-0.94,-9.79,-1.08,2.34,-14.44,-0.76,170,2
0,1,0,0,-2.23,-10.18,-1.77,-10.18,-12.73,3.25,258,2
1,1,0,0,-0.63,-9.49,-5.12,-1.93,-5.42,-4.21,338,2
1,1,0,0,-0.22,-9.22,-2.52,-2.43,-3.89,-2.52,379,2
1,1,0,0,-5.15,-11.9,-11.96,-13.7,-9.44,-4.99,383,3
1,1,0,0,-1.85,-11.2,0.92,-0.81,-9.42,1.88,383,3
1,1,0,0,-1.43,-9.8,-0.62,-2.28,-4.27,-0.9,383,3
1,1,0,0,-2.46,-10.7,-1.42,-2.48,-7.42,-1.45,383,3
1,1,0,0,-1.86,-10.61,-0.13,0.67,-8.18,-0.05,352,4
1,1,0,0,-3.12,-9.9,2.68,-1.21,-12.23,-0.02,265,4
1,1,0,0,-0.51,-10.29,0.93,-9.47,-5.41,10.74,186,4
1,1,0,1,-1.14,-10.23,1.33,-9.04,-13.22,-8.69,165,4
1,0,0,1,-0.79,-11.92,2.74,-0.45,-10.21,1.06,165,4
1,0,0,1,1.93,-13.1,4.21,2.72,-9.69,0.78,165,4
1,0,1,1,3.87,-16.19,1.13,0.69,-9.37,-4.45,166,4
0,0,1,1,1.72,-3.86,10.57,-2.72,-9.34,3.5,165,4
0,0,1,1,2.37,-5.3,8.45,-0.29,-9.19,-0.46,165,4
0,0,1,1,2.49,-6,0.18,-1.43,-9.33,-0.85,162,1
0,0,1,1,0.66,-8.31,6.73,0.89,-9.21,-0.99,153,1
0,0,1,1,-0.44,-9.71,6.42,-3.91,-12.09,4.11,150,1
0,0,1,1,-0.82,-12.62,11.66,-0.47,-6.93,5.77,143,1
0,0,1,1,-5.55,-8.64,-2.61,0.12,-9.13,0.35,130,2
0,0,1,1,-0.18,-9.84,1.24,0.2,-9.85,1,115,2
0,0,1,1,4.45,-19.46,10.21,-0.7,-9.7,0.05,115,2
0,0,1,1,-1.3,-12.22,9.18,0.61,-9.86,-1.43,114,2
0,1,1,0,-1.82,-12.73,1.89,-4.31,-8.72,-1.05,115,2
0,1,1,0,2.47,-9.11,2.27,2.71,-14.44,1.32,130,2
1,1,1,0,-1.18,-9.67,-2.47,7.21,-13.14,3.3,202,2
1,1,0,0,-0.95,-9.66,0.39,-19.6,-4.29,-2.98,289,2
1,1,0,0,2,-8.95,1.9,1.31,-5.66,-0.52,337,2
1,1,0,0,-0.83,-9.6,-0.42,-0.35,-4.61,-0.74,365,2
1,1,0,0,5.29,-7.78,8.96,-7.01,-4.73,0.31,366,3
1,1,0,0,-1.83,-10.6,-0.94,-11.76,-12.89,-3.35,366,3
1,1,0,0,-1.91,-9.82,-1.35,-4.42,-8.2,-1.89,366,4
1,1,0,0,-0.77,-9.79,0.85,-0.96,-7.89,-1.38,339,4
1,1,0,0,-1.16,-10.11,0.55,-1.84,-9.95,0.28,277,4
1,1,0,0,-0.37,-9.62,3.29,-1.72,-19.6,-10.76,207,4
1,1,0,0,-0.39,-10.21,0.58,-6.26,-12.65,6.96,158,4
1,1,0,1,-1.51,-11.11,0.36,2.89,-5.35,-4.92,154,4
1,0,0,1,-3.76,-12.28,7.75,3.34,-9.2,-0.66,154,4
1,0,0,1,3.14,-12.07,5.72,0.9,-9.32,0.46,154,4
1,0,0,1,-1.08,-17.27,-0.83,1.34,-9.67,1.85,155,4
0,0,1,1,3.63,-5.21,2.21,0.95,-9.73,2.1,155,4
0,0,1,1,-1.25,-6.75,-4.5,1.76,-10.01,1.41,154,1
0,0,1,1,2.55,-7.12,2.87,-0.87,-9.52,1.14,154,1
0,0,1,1,0.34,-8.79,3.76,-0.35,-9.09,-1.04,153,1
0,0,1,1,1.48,-9.47,1.43,-4.34,-9.17,1.35,153,1
0,0,1,1,-7.31,-12.35,-4.59,-5.21,-8.77,-5.54,152,2
0,0,1,1,-2.7,-8.41,-0.76,-1.01,-9.36,-1.09,135,2
0,0,1,1,5.34,-10.14,1.99,-0.46,-9.15,-0.33,119,2
0,0,1,1,-1.28,-9.27,1.66,0.54,-9.97,0.02,101,2
0,1,1,1,-3.13,-12.87,10.97,0.16,-10.15,-1.66,98,2
0,1,1,1,3.17,-10.3,1.84,-1.18,-10.89,-0.36,98,2
0,1,1,0,0.06,-9.77,3.08,-4.51,-11.91,-2.32,123,2
0,1,1,0,-0.44,-9.75,-0.9,1.55,-16.52,2.59,191,2
1,1,0,0,-1.51,-9.77,-0.75,2.56,-4.01,5.93,279,2
1,1,0,0,-3.65,-10.24,-1.52,2.71,-5.76,3.46,340,2
1,1,0,0,-0.58,-9.48,0.01,2.03,-3,-2.24,366,3
1,1,0,0,-1.11,-9.51,0.4,-2.77,-6.05,-2.48,367,3
1,1,0,0,0.63,-9.22,1.85,-3.06,-9.6,3.46,367,3
1,1,0,0,-2.05,-10.14,2.39,-1.86,-10.58,-1.64,361,3
1,1,0,0,-1.42,-10.31,-3.11,3.47,-9.12,0.12,323,4
1,1,0,0,-2.12,-11.87,-7.05,1.89,-9.96,-0.32,271,4
1,1,0,0,-1.21,-9.6,1.14,-3.31,-9.83,-2,216,4
1,1,0,0,-1.23,-10.4,2.84,-9.42,-10.33,9.65,175,4
1,1,0,1,0.14,-10.83,3.12,1.85,-9.3,-10.08,171,4
1,0,0,1,-0.28,-11.46,-0.52,3.91,-9.25,-0.08,171,4
1,0,0,1,-0.5,-14.38,-0.09,1.01,-8.9,-2.28,172,4
1,0,1,1,-2.24,-17.36,0.99,-0.04,-8.52,0.34,171,4
0,0,1,1,-1.5,-3.4,7.25,0.09,-9.91,-3.85,171,4
0,0,1,1,-0.21,-5.02,-9.34,2.17,-9.18,-1,170,4
0,0,1,1,2.17,-6.36,5.42,0.22,-9.56,1.2,159,1
0,0,1,1,2.93,-8.41,5.57,-1.98,-10.26,15.03,149,1
0,0,1,1,2.82,-5.63,-7.91,0.01,-9.22,-3.86,140,1
0,0,1,1,-0.64,-9.1,-1.18,-0.24,-9.04,-0.79,123,1
0,0,1,1,0.73,-10.16,3.15,-0.44,-9.25,0.27,116,2
0,0,1,1,0.32,-10.94,3.95,-1.04,-9.35,-0.17,115,2
0,0,1,1,-7.86,-11.76,9.77,-0.73,-9.86,0.3,115,2
0,0,1,0,-0.4,-12.38,-1.5,-0.1,-9.11,-0.45,115,2
0,1,1,0,1.97,-14,-1.21,-1.03,-10.96,0.36,115,2
0,1,1,0,0.76,-9.17,0.57,-2.76,-15.98,0.65,129,2
0,1,1,0,-1.35,-9.44,-2.33,-3.02,-13.48,-0.18,192,2
1,1,0,0,-0.02,-9.27,-0.6,-3.48,-5.04,-7.68,279,2
1,1,0,0,1.01,-9.46,1.18,0.31,-4.79,-4.18,337,2
1,1,0,0,-1.19,-9.79,-1.67,0.06,-6.31,-4.01,357,2
1,1,0,0,-0.71,-9.88,0.13,-3.87,-6.78,-3.01,358,3
1,1,0,0,-1.14,-10.48,0.43,-8.37,-10.08,-0.29,357,3
1,1,0,0,5.81,-8.61,7.53,-4.61,-8.1,-5.46,338,4
1,1,0,0,0.03,-9.43,-0.68,-0.37,-9.86,0.97,293,4
1,1,0,0,-1.88,-9.98,-0.62,3.88,-9.74,4.25,242,4
1,1,0,0,-1.17,-9.72,2.47,-5.58,-13.36,-2.79,187,4
1,1,0,0,-0.11,-10.43,0.49,-9.93,-11.43,-0.29,155,4
1,1,0,1,-3.51,-11.39,-0.43,3.95,-11.24,2.44,153,4
1,0,0,1,-2.72,-12.02,9.89,2.77,-9.15,-2.09,153,4
1,0,0,1,-0.74,-12.53,6.19,1.99,-9.86,1.76,153,4
1,0,1,1,1.26,-15.13,0.64,2.31,-9.25,-0.98,153,4
0,0,1,1,4.66,-4.42,11.76,-4.14,-8.62,-5.79,153,4
0,0,1,1,-7.18,-4.76,0.75,3.58,-9.56,-9.76,154,4
0,0,1,1,4.94,-6.83,3.89,0.95,-9.42,1.01,147,1
0,0,1,1,1.45,-7.64,6.96,0.02,-8.27,-2.58,140,1
0,0,1,1,1.5,-9.46,8.96,1.66,-9.86,1.76,139,1
0,0,1,1,6.12,-12.3,6.48,0.86,-9.3,4.63,130,1
0,0,1,1,3.21,-8.49,5.38,0.63,-9.16,0.93,112,2
0,0,1,1,1.15,-9.21,2.78,-1.22,-9.68,-0.87,103,2
0,0,1,1,-0.49,-10.74,0.28,-0.32,-9.76,0.21,99,2
0,1,1,0,1.81,-9.76,15,-0.37,-9.27,-1.49,100,2
0,1,1,0,3.98,-12.54,7.27,-1.09,-12.71,-0.94,98,2
0,1,1,0,-0.07,-9.59,1.62,-1.96,-15.78,0.89,127,2
1,1,1,0,-2.69,-10.19,-0.84,4.01,-13.64,0.21,201,2
1,1,0,0,0.45,-9.23,0.96,3.18,-4.6,-2.49,294,2
1,1,0,0,-1.58,-9.98,0.18,4.87,-5.99,4.54,347,2
1,1,0,0,-0.59,-9.68,-0.12,-0.35,-6.18,-1.7,367,2
1,1,0,0,0.05,-8.99,-1.06,-8.33,-5.41,1.34,368,3
1,1,0,0,-0.44,-10.39,-0.34,-8.35,-10.46,2.34,367,3
1,1,0,0,1,-9.78,-1.42,-1.73,-11.25,3.1,335,4
1,1,0,0,-1.95,-9.52,0.05,-0.61,-10.16,-0.04,279,4
1,1,0,0,-0.58,-9.43,1.17,-5.15,-19.6,-6.81,218,4
1,1,0,0,-0.29,-10.61,1.66,-7.28,-9.45,2.27,169,4
1,1,0,1,-1.2,-10.38,2.17,-8.78,-12.24,-0.9,152,4
1,0,0,1,-0.88,-11.91,1.86,1.9,-11.26,-3.54,152,4
1,0,0,1,-5.67,-11.05,-19.6,4.24,-6.59,0.12,153,4
1,0,0,1,0.13,-14.33,2.48,0.96,-9.69,-0.19,152,4
0,0,1,1,0.03,-7.59,7.63,0.95,-7.59,4.42,153,4
0,0,1,1,-0.08,-9.71,-1.49,0.29,-10.84,-2.81,153,4
0,0,1,1,6.3,-6.6,8.5,0.91,-9.18,-0.68,141,1
0,0,1,1,2.15,-6.56,3.91,6.14,-13.31,8.95,131,1
0,0,1,1,-2.57,-11.53,3.18,6.54,-8.62,19.6,127,1
0,0,1,1,-1.62,-10.5,4.22,1.3,-9.29,-1.14,114,1
0,0,1,1,-1.24,-9.11,4.58,-0.01,-9.26,0.45,107,2
0,0,1,1,1.29,-10.09,2.43,-0.23,-9.45,0.43,107,2
0,0,1,1,0.32,-10.22,3.29,-0.5,-9.64,-0.63,106,2
0,0,1,1,-2.39,-19.6,8.84,-0.71,-9.95,0.42,104,2
0,1,1,1,-1.8,-5.74,1.65,-0.53,-9.42,0.28,105,2
0,1,1,0,-0.78,-11.39,-6.56,-0.21,-11.69,0.26,105,2
0,1,1,0,-0.47,-9.93,1.05,-4.67,-13.4,-2,123,2
1,1,1,0,0.58,-9.62,-2.1,0.48,-12.83,3.34,194,2
1,1,0,0,-0.16,-8.72,-2,-3.43,-4.1,-5.6,271,2
1,1,0,0,-1.08,-9.72,2.35,-2.91,-5.86,-3.38,318,2
1,1,0,0,-1.32,-9.9,-0.46,0.34,-5.62,-0.9,346,3
1,1,0,0,3.93,-10.07,5.82,-10.58,-6.13,-1.93,347,3
1,1,0,0,-14.55,-11.51,12.85,-4.5,-10.19,0.38,347,3
1,1,0,0,-0.86,-9.43,0.93,-1.69,-8.42,0.96,346,3
1,1,0,0,-1.26,-9.84,1.1,-1.7,-8.5,0.88,339,4
1,1,0,0,-1.42,-9.56,-0.3,0.11,-9.27,1.27,291,4
1,1,0,0,-0.89,-9.48,1.52,-1.94,-10.69,0.72,234,4
1,1,0,0,-1.03,-10.22,1.23,-10.84,-11.89,-4.71,176,4
1,1,0,0,-1.03,-11.24,2.76,-19.6,-10.85,-0.57,154,4
1,0,0,1,-2.38,-11.2,-4.2,1.75,-11.41,-4.3,155,4
1,0,0,1,1.04,-13.22,7.79,0.75,-9.85,2.25,155,4
1,0,0,1,3.05,-14.78,1.79,2.02,-9.45,0.68,155,4
0,0,0,1,-0.47,-10.5,-2.01,1.51,-10.53,2.39,156,4
0,0,0,1,-1.79,-8.69,-12.7,0.86,-9.09,0.71,155,4
0,0,0,1,-1.06,-4.24,-11.05,0.1,-9.7,-1.11,155,1
0,0,1,1,-0.21,-7.1,-3.45,0.29,-9.19,-0.53,145,1
0,0,1,1,0.49,-7.62,7.49,2.53,-8.38,-0.95,140,1
0,0,1,1,-3.13,-8.76,3.55,-0.39,-9.08,-0.18,133,1
0,0,1,1,0.13,-10.16,-0.67,3.18,-9.19,4.9,114,2
0,0,1,1,7.37,-9.68,6.49,1.15,-9.61,0.95,101,2
0,0,1,1,2.69,-5.72,6.07,0.2,-8.86,1.92,95,2
0,0,1,1,-3.06,-12.17,5.72,0.03,-9.6,-0.17,93,2
0,1,1,1,-8.07,-13.07,7.44,0.15,-11.59,3.37,93,2
0,1,1,1,0.04,-9.71,0.81,-2.97,-8.91,2.4,93,2
0,1,1,0,-0.75,-9.59,-3.05,-1.3,-12.46,-3.09,145,2
1,1,0,0,-0.96,-10.8,0.83,3.32,-10.35,2.88,232,2
1,1,0,0,3.11,-8.51,4.18,0.02,-3.83,0,306,2
1,1,0,0,-0.09,-9.91,4.03,1.61,-3.15,-0.27,342,2
1,1,0,0,-1.5,-9.95,-4.7,-3.59,-7.86,-2.48,346,3
1,1,0,0,0.84,-9.51,-0.37,-2.33,-8.99,0.68,347,3
1,1,0,0,0.69,-9.56,3.27,-9.27,-9.95,-1.77,346,3
