P1,P2,P3,P4,x1,y1,z1,x2,y2,z2,r,label
0,0,1,1,2.75,-6.67,10.59,5.42,-8.74,1.26,138,1
0,0,1,1,-6.28,-11.39,11.87,2.99,-8.16,17.64,136,1
0,0,1,1,-1.79,-11.48,2.65,1.45,-9.47,-0.7,120,2
0,0,1,1,-0.41,-10.3,4.04,-1.15,-9.47,0.18,106,2
0,0,1,1,0.4,-12.89,11.46,-0.77,-10.12,0.38,107,2
0,1,1,1,2.89,-9.18,8.82,-0.57,-10.34,-0.74,106,2
0,1,0,1,2.93,-11.56,-2.71,-0.87,-9.92,1.44,107,2
1,1,0,1,-0.67,-9.86,-0.36,-2.68,-14.91,-3.41,121,2
1,1,0,1,-1.06,-9.54,-0.26,-1.22,-15.81,-4.92,196,2
1,1,0,0,1.73,-9.29,1.16,2.45,-4.74,-1.98,284,2
1,1,0,0,1.2,-9.27,2.96,3.18,-2.95,-1.73,337,2
1,1,0,0,-1.14,-9.66,4.04,-2.63,-5.82,-3.34,355,3
1,1,0,0,5.62,-8.83,-0.95,-0.45,-8.17,1.67,354,3
1,1,0,0,1.47,-10.35,-2.32,-2.44,-7.29,-1.4,354,3
1,1,0,0,-9.18,-12.44,6.35,-0.82,-8.42,-0.84,353,3
1,1,0,0,-0.3,-9.92,-1.47,-3.42,-11.85,-2.32,277,4
1,1,0,0,0.82,-10.91,-2.43,-3.44,-11.2,-1.84,194,4
1,1,0,0,-0.53,-10.64,1.92,-6.42,-12.66,-0.64,144,4
1,0,1,0,-1.43,-10.11,1.75,9.14,-5.45,2.26,143,4
1,0,1,0,0.08,-14.89,1.49,1.55,-10.36,-1.85,144,4
1,0,1,0,0.32,-14.44,2.04,0.16,-9.22,-2.79,144,4
1,0,1,0,-6.54,-10.85,-7.37,1.5,-9.41,0.83,143,4
1,0,1,1,1.36,-8.41,-3.57,0.92,-9.25,0.86,143,4
0,0,1,1,0.63,-6.18,-6.32,0.4,-9.06,-2.38,144,4
0,0,1,1,0.95,-7.63,4.15,-1.94,-8.93,-0.94,142,1
0,0,1,1,2.15,-9.74,6.28,1.11,-9.61,-0.96,139,1
0,0,1,1,1.03,-9.9,5.96,-1.09,-9.04,2.83,135,1
0,0,1,1,-2.87,-10.56,-11.05,0.86,-9.44,3.59,120,2
0,0,1,1,-0.04,-10.4,2.93,1.49,-12.77,-1.14,102,2
0,0,1,1,1.09,-15.35,6.53,-0.64,-9.65,0.73,101,2
0,0,1,1,5.87,-15.43,19.6,0.47,-10.21,0.98,101,2
0,1,0,1,-1.23,-17.74,-8.79,-4.1,-7.91,-0.08,102,2
0,1,0,1,0.59,-8.77,-1.43,-1.93,-13.59,0.67,113,2
0,1,0,1,-0.77,-9.77,-1.47,6.18,-10.02,-3.31,158,2
1,1,0,0,0.17,-9.87,2.65,9.35,-7.71,6.24,254,2
1,1,0,0,-3.57,-11.75,-8.25,0.88,-7.46,1.01,318,2
1,1,0,0,0.08,-9.77,3.1,1.27,-4.5,1.22,354,3
1,1,0,0,3.4,-10.51,-3.74,-1.7,-7.2,5.99,355,3
1,1,0,0,0.56,-9.75,2.6,-1.96,-9.48,-0.82,356,3
1,1,0,0,-0.09,-9.57,1.66,-2.11,-9.73,-1.91,338,3
1,1,0,0,-1.94,-10.5,-4.18,1.29,-9.07,-1.8,285,4
1,1,0,0,-0.37,-10.87,3.34,-10.53,-19.6,-12.19,228,4
1,1,0,0,-3.27,-13.04,-3.28,-7.07,-9.22,-0.92,181,4
1,1,1,0,0,-10.19,1.49,-8.35,-8.47,1.08,166,4
1,0,1,0,-2.02,-13.77,-1.85,2.09,-11.3,-1.22,165,4
1,0,1,0,0.82,-13.1,5.79,-1.81,-10.23,1.23,166,4
1,0,1,0,1.97,-13.38,0.02,-0.93,-9.6,0.1,167,4
0,0,1,1,-1.89,-6.26,6.16,-2.62,-9.35,-2.11,166,4
0,0,1,1,2.36,-2.74,-2.75,-1.02,-9.64,-1.11,166,4
0,0,1,1,0.49,-8.71,-1.74,1.76,-9.39,0.59,149,1
0,0,1,1,-3.33,-6.07,4.92,-0.94,-10.47,-0.85,135,1
0,0,1,1,-1.55,-9.38,7.68,0.45,-9.78,-1.12,124,1
0,0,1,1,0.93,-9.96,0.31,1.67,-8.7,5.95,104,2
0,0,1,1,-0.57,-10.67,-3.47,-1.08,-9.42,0.07,95,2
0,0,1,1,4.87,-14.56,2.44,-0.74,-9.61,0.99,94,2
0,0,1,1,1.65,-10.97,9.4,-0.99,-9.21,-0.27,94,2
0,1,0,1,2.82,-11.49,4.94,-1.99,-9.24,-0.53,95,2
0,1,0,1,-0.44,-8.75,-3.47,-0.27,-12.41,0.73,95,2
1,1,0,1,-1.37,-9.95,-0.56,3.61,-13.27,2.77,113,2
1,1,0,0,-1.33,-9.69,0.56,-4.34,-10.8,-4.5,196,2
1,1,0,0,-1.85,-9.82,-1.57,9.75,-4.72,0.34,276,2
1,1,0,0,-0.97,-9.54,0.17,0.51,-5.54,-0.37,327,2
1,1,0,0,0.04,-9.42,-1.15,-2.95,-8.15,-0.76,344,3
1,1,0,0,-1.08,-9.16,2.93,-3.31,-6.71,-1.05,344,3
1,1,0,0,2.63,-8.13,1.86,-1.67,-11.17,-4.68,344,3
1,1,0,0,-0.5,-9.77,1.21,-0.44,-9.41,-1.35,323,4
1,1,0,0,-0.67,-9.53,1.16,-1.36,-10.64,-2.35,265,4
1,1,0,0,-0.43,-10.7,2.11,9.09,-8.27,2.95,205,4
1,1,0,0,-0.39,-10.59,1.33,-10.64,-10.39,4.97,153,4
1,0,1,0,-0.87,-11.16,-0.56,0.84,-6.43,-2.87,146,4
1,0,1,0,2.15,-12.52,5.98,2.52,-9.93,1.99,146,4
1,0,1,0,1.93,-15.73,3.17,0.98,-9,-1.98,146,4
0,0,1,0,1.56,-0.88,-12.52,0.32,-9.86,0.81,146,4
0,0,1,1,1.36,-4.72,3.13,-19.6,-4.41,-19.6,147,4
0,0,1,1,0.33,-4.65,2.96,2.02,-9.19,2.8,145,4
0,0,1,1,2.25,-5.8,-3.48,3.17,-9.35,2.78,141,1
0,0,1,1,1.24,-8.73,4.26,-2,-9.57,-1.9,138,1
0,0,1,1,-4.35,-9.1,0.82,-1.09,-9.42,-4.87,128,1
0,0,1,1,0.7,-11.33,-0.64,-0.09,-9.4,-0.17,112,2
0,0,1,1,-1.82,-11.54,2.38,-0.24,-9.72,0.21,107,2
0,0,1,1,-2.93,-9.51,5.15,-1.16,-8.96,-0.32,107,2
0,0,0,1,2.3,-14.28,15.79,-1.15,-9.43,0.45,109,2
0,1,0,1,2.89,-14.49,0.58,-1.1,-9.68,1.16,108,2
0,1,0,1,1.76,-8.77,1.37,-1.71,-12.99,0.36,108,2
0,1,0,1,-0.44,-9.94,-2.01,2.44,-12.07,0.5,156,2
0,1,0,0,-0.58,-9.67,-0.65,2.67,-8.24,2.22,252,2
1,1,0,0,-0.01,-10.85,2.56,-1.35,-6.51,-0.61,309,2
1,1,0,0,-0.23,-9.66,-1.36,-2.24,-4.67,-2.48,341,3
1,1,0,0,-1.87,-10.24,0.55,-4.13,-5.82,-1.15,343,3
1,1,0,0,1.1,-9.52,7.65,-10.91,-13.4,-7.95,342,3
1,1,0,0,0.78,-8.09,3.34,-3.54,-12.68,0.38,317,3
1,1,0,0,0.5,-9.85,1.19,-0.41,-9.07,0.8,278,4
1,1,0,0,-1.98,-9.51,-2.13,-7.77,-19.6,0.37,231,4
1,1,0,0,1.06,-9.82,1.39,-4.58,-9.2,-0.81,190,4
1,1,0,0,-0.57,-9.9,-0.33,4.42,-10.75,-1.81,180,4
1,0,1,0,0.08,-11.65,2.18,-5.48,-14.02,-1.2,180,4
1,0,1,0,-2.12,-12.24,-3.08,1.53,-8.86,-1.76,180,4
1,0,1,1,-0.14,-16.1,7.24,1.58,-8.87,-0.87,180,4
1,0,1,1,-1.82,1.52,-6.92,1.32,-9.3,2.2,178,4
0,0,1,1,0.32,-4.85,8.72,0.19,-9.06,-1.94,168,4
0,0,1,1,2.2,-7.25,0.19,-2.15,-9.3,-0.49,160,4
0,0,1,1,1.28,-5.2,-1.73,-5.29,-9.25,4.84,159,1
0,0,1,1,0.36,-10.38,10.12,1.02,-10.55,-0.86,155,1
0,0,1,1,-0.84,-11.31,1.69,-0.88,-8.98,1.27,135,1
0,0,1,1,0.34,-11.42,3,3.36,-11.09,-2.83,107,2
0,0,0,1,1.12,-12.47,6.73,0.08,-9.11,1.15,106,2
0,0,0,1,-1.96,-12.57,8.97,-1.11,-9.49,-0.12,107,2
0,1,0,1,-1.11,-6.84,-4.43,-1.05,-9.97,-0.82,107,2
0,1,0,1,-0.39,-8.66,-9.79,-0.67,-10.94,1.84,107,2
0,1,0,1,-0.64,-10.01,2.72,2.25,-16.15,0.28,143,2
0,1,0,1,1.36,-9.09,0.26,-1.09,-9.28,-1.11,236,2
0,1,0,0,-0.16,-9.58,4.15,5.34,-6.57,-3.45,309,2
1,1,0,0,-1.16,-9.36,-10,1.3,-3.69,-0.07,350,3
1,1,0,0,-1.24,-9.83,-1.9,-1.93,-8.14,-2.31,355,3
1,1,0,0,-6.07,-8.7,-1.1,-9,-9.19,-2.24,356,3
1,1,0,0,0.06,-9.7,1.64,-2.77,-10.79,0.71,341,3
1,1,0,0,-3.81,-10.96,2.35,-1.95,-12.49,-2.47,280,4
1,1,0,0,-2.07,-9.92,-5,1.91,-10.6,0.65,235,4
1,1,0,0,0.15,-8.85,5.28,-6.2,-10.45,-1.31,192,4
1,1,0,0,-0.72,-9.88,-1.21,-3.75,-9.36,0.03,168,4
1,1,0,0,0.24,-10.7,2.89,-3.52,-8.9,-1.42,168,4
1,0,1,0,-0.43,-10.69,-0.4,1.39,-8.49,1.27,167,4
1,0,1,1,-4.32,-15.77,-5.29,7.59,-9.61,-1.17,168,4
1,0,1,1,-2.55,-14.67,7.71,-1.66,-4.91,2.78,167,4
0,0,1,1,1.92,-10.38,5.57,-0.34,-9.82,-1.85,168,4
0,0,1,1,-0.56,-7.12,12.23,0.46,-10.09,0.54,167,4
0,0,1,1,4.51,-6.77,9.58,0.11,-9.21,0.17,162,1
0,0,1,1,7.8,-5.53,1.36,-1.58,-9.62,5.12,155,1
0,0,1,1,-1.58,-6.3,1.34,-0.7,-9.36,-2.89,151,1
0,0,1,1,-3.49,-10.35,-1.08,-3.82,-8.5,-3.89,135,1
0,0,1,1,-0.59,-12.65,-0.37,-0.22,-9.35,0.61,103,2
0,0,1,1,-4.68,-6.97,1.65,-0.13,-9.93,1.52,94,2
0,0,1,1,-0.21,-12.69,4.09,-0.76,-9.71,0.54,93,2
0,0,0,1,-0.6,-11.9,3.8,-0.02,-8.84,-2.86,93,2
0,1,0,1,0.81,-17.37,-3.63,-1.25,-10.13,0.3,93,2
0,1,0,1,-1.39,-9.16,-4.39,-3.17,-17.1,11.5,107,2
0,1,0,1,-1.14,-10.04,-0.52,-3.99,-14.31,-2.88,173,2
1,1,0,0,-3.03,-10.3,0.86,-2.94,-9.35,-16.13,265,2
1,1,0,0,-2.82,-10.42,0.47,2.4,-5.26,-0.66,329,2
1,1,0,0,-0.64,-9.83,0.39,-1.91,-5.68,-1.03,350,3
1,1,0,0,0.48,-9.39,2.3,-4.53,-8.25,-1.53,351,3
1,1,0,0,-2.17,-10.48,2.11,-6.24,-9.78,4.27,351,3
1,1,0,0,-3.12,-11.96,-12.89,-0.84,-12.42,-0.97,281,4
1,1,0,0,-1.68,-9.11,-0.18,-15.44,-19.35,-5.01,237,4
1,1,0,0,-0.53,-9.7,3.34,-5.3,-10.2,0.21,201,4
1,1,0,0,0.14,-10.93,1.8,-4.52,-9.63,1.34,177,4
1,0,0,0,0.48,-10.28,-1.1,1.82,-13.05,-4.69,169,4
1,0,1,0,-0.97,-16.11,0.62,1.86,-10.89,-1.63,168,4
1,0,1,1,-2.64,-13.68,8.55,-0.45,-9.53,2.13,168,4
0,0,1,1,1.85,-6.92,8.87,3.61,-9.92,2.03,168,4
0,0,1,1,1.28,-6.65,-4.24,3.39,-9.71,1.52,168,4
0,0,1,1,-4.89,-6.2,-19.6,-0.95,-9.26,0.1,158,1
0,0,1,1,-0.9,-3.34,7.02,0.39,-7.6,-0.67,150,1
0,0,1,1,4.88,-12.62,11.14,-0.82,-11.04,1.63,138,1
0,0,1,1,2.74,-11.47,4.2,0.33,-9.45,1.22,113,1
0,0,1,1,-0.96,-12.09,0.76,0.98,-10.41,2.67,98,2
0,0,0,1,0.83,-13.79,7.72,-0.87,-9.36,-0.51,97,2
0,0,0,1,0.31,-12.28,0.73,-1.62,-8.85,-0.59,98,2
0,1,0,1,5.94,-16.09,5.89,-1.33,-10.02,0.15,98,2
0,1,0,1,0.7,-9.49,0.12,-1.28,-12.9,2.47,98,2
1,1,0,1,-1.53,-10.38,-0.27,2.2,-13.24,1.45,155,2
1,1,0,0,-1.97,-9.72,-1.29,-3.23,-9.33,-11.92,247,2
1,1,0,0,-1.59,-9.77,-3.44,-4.88,-7.22,1.58,310,2
1,1,0,0,-1.09,-9.86,-0.31,3.78,-6.77,-1.49,343,3
1,1,0,0,-7.65,-10.2,-8.19,-1.27,-6.6,-6.01,343,3
1,1,0,0,-0.39,-11.45,-3.21,-9.32,-8.27,-0.08,344,3
1,1,0,0,0.93,-11.04,10.58,-0.99,-11.35,1.98,312,3
1,1,0,0,-0.61,-10.17,1.53,-1.68,-10.03,-0.54,253,4
1,1,0,0,-0.89,-8.85,-3.37,-1.27,-12.59,4.21,182,4
1,1,0,0,0.01,-10.72,1.39,-2.23,-10.71,1.26,126,4
1,0,0,0,-0.45,-9.84,2.23,-12.61,-13.67,-1.02,111,4
1,0,1,0,-1.48,-12.52,-3.84,4.33,-13.42,-1.63,111,4
1,0,1,0,-0.9,-11.18,4.89,-2.13,-9.24,-0.65,111,4
1,0,1,0,1.74,-15.29,-2.25,2.54,-8.88,1.56,111,4
1,0,1,0,-8.74,-7.62,-19.6,-0.9,-9.56,-0.56,111,4
0,0,1,0,8.29,-2.82,4.44,1.46,-9.13,2.06,112,4
0,0,1,0,0.51,-7.86,4.2,0.22,-9.58,1.27,108,1
0,0,1,0,3.84,-9.2,7.51,-1.2,-9.84,0.63,103,1
0,0,1,0,-4.82,-8.94,-1.59,-4.63,-9.4,-8.21,97,1
0,0,1,1,-3.15,-10.3,-0.68,1.13,-9.11,1.41,96,2
0,0,1,1,-0.01,-11.25,3.17,-0.51,-9.28,0.38,96,2
0,0,1,1,-0.29,-10.26,2.94,0.44,-9.08,1.93,96,2
0,0,1,1,-1.01,-9.74,3.82,-0.16,-9.34,0.48,96,2
0,0,1,1,1.84,-11.3,2.27,-0.88,-9.88,0.14,97,2
0,1,0,1,-0.65,-13.72,-6.63,-1.89,-9.36,-0.3,99,2
0,1,0,1,-0.1,-8.81,-1.51,-1.32,-12.03,-1,99,2
0,1,0,1,-0.82,-9.57,-0.89,-1.23,-11.2,4.56,125,2
1,1,0,0,-2.08,-9.89,1.56,0.8,-7.93,1.07,216,2
1,1,0,0,1.23,-10.37,1.14,0.53,-7.35,0.87,300,3
1,1,0,0,-0.65,-9.89,-2.27,1.79,-4.97,-1.48,341,3
1,1,0,0,2.29,-9.12,1.6,-11.68,-6.38,-3.23,345,3
1,1,0,0,-3.52,-10.59,3.2,-3.72,-7.17,6.96,345,3
1,1,0,0,-3.58,-7.69,-2.66,-3.86,-10.18,2.75,345,3
1,1,0,0,-0.68,-9.44,1.34,-0.95,-9.61,2.16,288,4
1,1,0,0,-0.53,-9.48,1.64,4.35,-17.85,12.2,219,4
1,1,0,0,0.43,-10.57,1.73,-1.97,-10.57,1.74,147,4
1,1,0,0,-1.52,-9.37,-3.61,-9.03,-12.18,1.17,129,4
1,0,1,0,-3.71,-11.78,-10.02,0.77,-12.08,-5.53,130,4
1,0,1,0,1.18,-9.75,2.13,2.04,-9.37,0.14,129,4
1,0,1,0,0.5,-19.21,2.81,-0.29,-9.09,-3.97,129,4
1,0,1,1,1.72,-3.38,-6.08,0.94,-8.98,-4.45,129,4
0,0,1,1,0.36,-3.35,5.45,0.06,-9.22,2.01,130,4
0,0,1,1,-5.42,-6.57,-19.6,-1.37,-8.93,0.08,129,1
0,0,1,1,-2.15,-7.71,9.95,4.62,-12.55,-1.79,130,1
0,0,1,1,-2.56,-10.75,5.94,1.14,-10.03,13.5,127,1
0,0,1,1,3.36,-11.74,0.42,-0.5,-9.59,-0.68,108,2
0,0,1,1,-0.65,-12.13,3.09,-0.62,-9.59,0.55,101,2
0,0,1,1,1.02,-11.28,10.52,-1,-9.59,-0.28,101,2
0,0,0,1,2.72,-17.23,5.5,0.27,-10.3,-0.34,101,2
0,1,0,1,2.28,3.32,1.15,-2.19,-9.9,0.62,101,2
0,1,0,1,-3.56,-11.19,-6.62,0.1,-15.08,0.36,107,2
0,1,0,1,-1.78,-10.1,0.17,-3.52,-14.77,1.6,169,2
1,1,0,0,-0.54,-9.47,-0.66,5.76,-11.51,1.39,272,2
1,1,0,0,3.22,-9.16,7.75,-1.84,-3.99,-4.65,340,2
1,1,0,0,-1.61,-9.65,-0.81,0.68,-8.8,0.24,362,3
1,1,0,0,-0.28,-9.66,1.03,-2.17,-7.26,-0.53,363,3
1,1,0,0,-3.18,-9.74,7.7,-4.26,-10.61,3.11,348,3
1,1,0,0,-12.05,-10.54,-0.71,-5.63,-12.53,3.7,262,3
1,1,0,0,-0.19,-10.11,-3.56,2.02,-6.94,0.11,204,4
1,1,0,0,-1.33,-9.54,-0.28,-0.91,-9.81,1.18,168,4
1,1,0,0,0.06,-10.89,1.62,-2.08,-9.57,1,137,4
1,0,0,0,-1.93,-11.91,-1.41,8.76,-13.49,-0.27,130,4
1,0,1,0,-2.34,-13.55,-6.65,-19.43,-19.6,-19.6,131,4
1,0,1,0,1.52,-15.99,-3.51,2.01,-10.89,0.27,130,4
1,0,1,1,-2.98,-0.75,1.84,0.65,-10.48,5.05,131,4
0,0,1,1,0.88,-4.69,-0.15,-1.68,-8.7,-4.37,130,4
0,0,1,1,-1.99,-9.32,-2.87,-1.83,-8.91,-0.76,131,1
0,0,1,1,0.55,-8.45,9.24,1.82,-8.73,-6.56,131,1
0,0,1,1,-2.1,-8.81,5.25,-1.56,-7.54,1.65,131,1
0,0,1,1,2.75,-10.65,0.2,-0.72,-9.3,-1.09,127,1
0,0,1,1,1.66,-9.93,2.2,0.72,-9.59,0.79,105,2
0,0,1,1,-2.6,-14.91,11.3,-0.61,-9.79,2.17,102,2
0,0,1,1,-4.21,-10.55,-14.14,-0.93,-9.84,-0.02,102,2
0,1,0,1,-1.32,-15.16,0.18,-0.5,-10.72,0.94,102,2
0,1,0,1,0.12,-10.08,-3.64,-0.51,-11.65,0.41,109,2
0,1,0,1,-0.49,-9.97,-1.47,4.92,-14.56,1.32,158,2
1,1,0,1,1.24,-9.55,1.84,-2.09,-9.69,-1.9,256,2
1,1,0,0,0.05,-9.74,-5.64,-3.65,-7.12,2,322,2
1,1,0,0,-0.7,-9.99,3.09,2,-4.55,1.12,347,3
1,1,0,0,2.51,-9.12,3,-4.83,-8.94,2.28,347,3
1,1,0,0,-9.36,-10.04,12.32,-6.13,-8.7,-5.23,346,3
1,1,0,0,0.94,-9.88,-3.44,-5.93,-10,-1.78,305,3
1,1,0,0,0.12,-9.93,5.25,-0.45,-10.06,0.66,247,4
1,1,0,0,-0.23,-9.74,2.78,-4.22,-10.41,1.2,189,4
1,1,0,0,0.46,-10.66,1.75,-5.24,-9.91,-0.95,155,4
1,1,1,0,0.04,-10.41,1.39,-0.83,-7.5,-1.71,154,4
1,0,1,0,-0.79,-11.22,3.81,1.22,-8.98,-0.13,154,4
1,0,1,0,3.52,-13.63,6.01,0.26,-9.14,-1.65,154,4
1,0,1,1,0.43,-17.13,-0.53,-1.5,-11.19,-1.78,155,4
0,0,1,1,2.44,-8.99,6.92,-0.86,-10.04,-1.67,155,4
0,0,1,1,1.67,-5.65,-0.27,0.79,-9.41,1.1,144,1
0,0,1,1,-2.33,-7.25,3.84,3.48,-8.92,0.01,140,1
0,0,1,1,3.91,-10.96,8.04,-0.04,-9.77,6.64,138,1
0,0,1,1,1.11,-10.62,1.64,-1.56,-9.08,-2.06,123,1
0,0,1,1,0.34,-11.19,1.26,-1.24,-10.19,-0.51,106,2
0,0,1,1,4.86,-15.41,9.48,-1.37,-9.58,-0.58,105,2
0,0,1,1,1.54,-11.34,8.9,-0.41,-9.42,0.23,106,2
0,1,0,1,-0.41,-15.9,3.82,-0.24,-10.44,0.36,106,2
0,1,0,1,1.16,-8.47,1.29,-3.96,-13.28,-1.14,109,2
0,1,0,1,-0.65,-9.98,-2.28,0.62,-15.05,-0.75,158,2
0,1,0,0,-2.23,-9.9,-1.02,-5.9,-8.45,-5.98,255,2
1,1,0,0,7.05,-8.33,-2.46,-2.06,-5.18,-4.31,320,2
1,1,0,0,-2.1,-9.8,-3.7,-0.48,-7.53,1.01,345,2
1,1,0,0,-1.58,-9.99,-3.06,-5.46,-6.39,4.47,345,3
1,1,0,0,1.49,-9.44,5.56,-7.95,-10.09,0.39,344,3
1,1,0,0,0.49,-10.34,-3.25,0,-9.29,2.4,309,3
1,1,0,0,-0.32,-9.7,0.82,0.63,-10.45,-1.21,252,4
1,1,0,0,-1.23,-10.2,0.37,3.27,-11.67,14.75,191,4
1,1,0,0,0.22,-10.81,1.25,-5.87,-9.69,3.31,157,4
1,0,1,0,-0.39,-10.53,2.13,0.62,-6.09,-2.37,156,4
1,0,1,0,-8.93,-11.59,-4.33,4.41,-8.22,1.8,155,4
1,0,1,0,0.29,-12.01,-2.69,-1.31,-8.67,-0.2,156,4
1,0,1,1,-0.36,-12.87,0.43,1.59,-9.39,-0.67,156,4
0,0,1,1,-0.68,-9.14,-10.18,0.64,-9.61,-0.47,152,4
0,0,1,1,-1.36,-5.18,-0.91,0.98,-9.23,0.34,131,1
0,0,1,1,1.23,-5.26,2.62,-6.04,-7.82,-2.67,119,1
0,0,1,1,0.79,-10.89,14.6,1.5,-9.89,0.59,119,1
0,0,1,1,-0.72,-9.71,7.3,1.22,-8.95,2.53,106,1
0,0,1,1,-0.57,-10.2,0.85,0.13,-9.52,0.49,105,2
0,0,1,1,-5.54,-19.6,19.6,-0.17,-9.87,0.52,106,2
0,0,0,1,-0.34,-10.15,0.54,-1.35,-9.33,0.78,106,2
0,1,0,1,2.63,-12.21,10.6,-0.8,-9.58,1.32,106,2
1,1,0,1,0.58,-8.77,-1.64,-1.82,-14.61,-1.24,106,2
1,1,0,1,-1.22,-10.29,-0.74,-2.14,-15.07,-0.54,157,2
1,1,0,0,0.54,-8.58,4.93,-8.57,-7.91,-4.79,255,2
1,1,0,0,3.26,-10.51,18.22,10.66,-6.04,5.69,336,2
1,1,0,0,0.69,-9.37,3.36,1.52,-6.05,4.67,358,3
1,1,0,0,5.49,-9.16,3.01,-3.52,-6.31,3.17,358,3
1,1,0,0,-0.48,-9.6,-2.4,-1.61,-10.33,-2,358,3
1,1,0,0,0.17,-9.64,0.79,-0.08,-10.77,1.04,295,3
1,1,0,0,-0.08,-9.53,3.04,-13.56,-19.6,4.92,210,4
1,1,0,0,0.05,-10.48,0.98,-7.74,-10.09,-1.57,137,4
1,0,1,0,-0.22,-9.97,1.74,11.82,-13.63,5.79,124,4
1,0,1,0,-11.82,-12.63,10.96,1.69,-11.29,-1.13,124,4
1,0,1,0,-2.12,-15.25,-3.84,3.05,-13.52,-1.58,123,4
1,0,1,0,-6.29,-15.48,-19.6,-0.02,-9.68,-2.48,123,4
1,0,1,1,-8.42,-8.63,-17.46,-3.49,-10.19,-3.87,123,4
0,0,1,1,-3.75,-5.64,-3.07,0.5,-9.65,-0.86,125,4
0,0,1,1,1.32,-9.74,2.16,1.1,-9.08,-0.88,124,1
0,0,1,1,3.87,-8.43,8.9,-1.95,-8.88,-2.16,113,1
0,0,1,1,-0.09,-9.43,7.99,0.41,-10.39,-7.61,113,1
0,0,1,1,-0.89,-11.18,-0.02,0.06,-10.73,6.53,108,2
0,0,1,1,-0.53,-10.88,6.16,0.76,-9.1,0.33,106,2
0,0,1,1,1.48,-12.33,-3.81,-0.5,-9.67,0.31,105,2
0,0,1,1,1.67,-11.84,7.82,-1.76,-9.02,-0.41,106,2
0,1,0,1,1.07,-10.79,-1.69,-0.9,-10.42,0.13,106,2
0,1,0,1,-1.48,-9.93,-2.26,0.77,-17.59,-1.43,106,2
1,1,0,1,-2.43,-9.79,-0.83,0.98,-13.86,-0.85,182,2
1,1,0,0,-1.4,-9.87,8.76,-8.74,-1.74,1.03,287,2
1,1,0,0,-2.95,-9.76,-4.57,3.51,-6.26,-0.33,356,2
1,1,0,0,3.35,-10.25,-12.63,-5.21,-8.67,3.34,370,3
1,1,0,0,-0.82,-9.21,-0.27,0.71,-11.18,-1.25,371,3
1,1,0,0,-0.67,-10.08,0.09,-0.03,-7.36,1.06,368,3
1,1,0,0,0.54,-8.51,-0.43,-2.45,-10.58,0.46,287,4
1,1,0,0,-0.85,-9.82,0.4,1.77,-5.63,-1.74,188,4
1,1,0,0,0.11,-10.6,1.89,0.21,-12.75,-8.55,134,4
1,0,1,0,0.08,-11.33,1.39,1.12,-13.34,-3.03,132,4
1,0,1,0,-2.74,-15.38,1.05,-1.07,-5.88,-5.16,133,4
1,0,1,0,0.29,-15.92,-6.76,3.94,-8.47,-1.13,133,4
1,0,1,0,1.24,-7.79,7.01,-0.5,-9.74,0.28,133,4
0,0,1,1,0.62,-3.92,-2.56,3.58,-9.82,1.03,133,4
0,0,1,1,3.41,-9.9,10.81,0.24,-9.12,-0.4,133,1
0,0,1,1,1.59,-10.04,5.29,4.97,-11.17,-0.18,128,1
0,0,1,1,2.18,-12.39,1.22,-1.52,-8.46,6.4,111,1
0,0,1,1,-0.43,-10.81,-0.29,0.86,-9.46,-0.5,105,2
0,0,1,1,-1.13,-10.06,0.85,-0.99,-9.3,1.48,104,2
0,0,1,1,2.72,-13.53,14.31,-0.73,-9.73,0.25,104,2
0,0,0,1,1.55,-10.7,12.51,-0.44,-9.25,1.64,104,2
0,1,0,1,-2.44,-11.05,-1.21,-0.77,-11.84,0.74,103,2
0,1,0,1,-1.14,-10.29,2.01,-0.05,-14.94,1.15,119,2
1,1,0,1,-0.07,-9.66,0.75,2.15,-12.51,5.17,219,2
1,1,0,0,0.51,-12.14,-1.54,2.17,-10.17,0.9,307,2
1,1,0,0,-0.22,-9.86,-0.36,0.26,-4.69,-3.66,352,2
1,1,0,0,0.01,-10.08,-0.69,0.9,-4.73,-4.76,353,3
1,1,0,0,-13.29,-9.24,-6.43,-3.67,-12.14,0.8,352,3
1,1,0,0,-2.59,-9.87,-5.12,-2.2,-11.88,1.06,313,3
1,1,0,0,-2.16,-9.69,1.73,-2.39,-13.2,-3.26,240,4
1,1,0,0,-0.15,-9.57,3.61,-8.19,-7.97,-2.87,184,4
1,1,0,0,0.1,-10.86,0.83,-4.47,-9.91,2.27,145,4
1,0,1,0,2.12,-10.89,3.54,2.51,-9.15,-1.43,129,4
1,0,1,0,-1.76,-11.76,1.87,4.89,-9.78,5.72,129,4
1,0,1,0,1.24,-12.97,1.26,2.13,-8.99,0.41,129,4
1,0,1,1,2.58,-11.38,2.14,2.81,-9.55,0.56,129,4
0,0,1,1,-0.27,-5.86,3.59,0.99,-8.77,-1.51,129,4
0,0,1,1,-0.29,-4.89,-7.38,0.17,-9.16,1.66,129,1
0,0,1,1,-0.57,-6.15,2.95,0.72,-9.45,1.04,129,1
0,0,1,1,-2.4,-12.29,-10.02,0.24,-10.08,7.33,129,1
0,0,1,1,0.92,-12.23,-2.7,-0.9,-9.75,2.79,110,1
0,0,1,1,-2.19,-11.55,-6.77,-1.11,-9.42,-2.3,105,2
